id,description,en,fr
countries.HMD,,Heard Island and McDonald Islands,Île Heard et îles McDonald
countries.HND,,Honduras,Honduras
countries.HRV,,Croatia,Croatie
countries.HTI,,Haiti,Haïti
countries.HUN,,Hungary,Hongrie
countries.IDN,,Indonesia,Indonésie
countries.IMN,,Isle of Man,Ile de Man
countries.IND,,India,Inde
countries.IOT,,British Indian Ocean Territory,Territoire britannique de l'océan Indien
countries.IRL,,Ireland,Irlande
countries.IRN,,Iran (Islamic Republic of),Iran (République islamique d')
countries.IRQ,,Iraq,Irak
countries.ISL,,Iceland,Islande
countries.ISR,,Israel,Israël
countries.ITA,,Italy,Italie
countries.JAM,,Jamaica,Jamaïque
countries.JEY,,Jersey,Jersey
countries.JOR,,Jordan,Jordanie
countries.JPN,,Japan,Japon
countries.KAZ,,Kazakhstan,Kazakhstan
countries.KEN,,Kenya,Kenya
countries.KGZ,,Lao People's Democratic Republic Republic,République démocratique populaire lao
countries.KHM,,Cambodia,Cambodge
countries.KIR,,Kiribati,Kiribati
countries.KNA,,Saint Kitts and Nevis,Saint-Kitts-et-Nevis
countries.KOR,,Republic of Korea,République de Corée
countries.KWT,,Kuwait,Koweït
countries.LBN,,Lebanon,Liban
countries.LBR,,Liberia,Liberia
countries.LBY,,Libya,Libye
countries.LCA,,Saint Lucia,Sainte-Lucie
countries.LIE,,Liechtenstein,Liechtenstein
countries.LKA,,Sri Lanka,Sri Lanka
countries.LSO,,Lesotho,Lesotho
countries.LTU,,Lithuania,Lituanie
countries.LUX,,Luxembourg,Luxembourg
countries.LVA,,Latvia,Lettonie
countries.MAC,,"China, Macao Special Administrative Region","Chine, Région administrative spéciale de Macao"
countries.MAF,,Saint Martin (French Part),Saint Martin (partie française)
countries.MAR,,Morocco,Maroc
countries.MCO,,Monaco,Monaco
countries.MDA,,Republic of Moldova,République de Moldavie
countries.MDG,,Madagascar,Madagascar
countries.MDV,,Maldives,Maldives
countries.MEX,,Mexico,Mexique
countries.MHL,,Marshall Islands,Îles Marshall
countries.MKD,,The former Yugoslav Republic of Macedonia,L'ancienne République yougoslave de Macédoine
countries.MLI,,Mali,Mali
countries.MLT,,Malta,Malte
countries.MMR,,Myanmar,Myanmar
countries.MNE,,Montenegro,Monténégro
countries.MNG,,Mongolia,Mongolie
countries.MNP,,Northern Mariana Islands,Mariannes du Nord (îles)
countries.MOZ,,Mozambique,Mozambique
countries.MRT,,Mauritania,Mauritanie
countries.MSR,,Montserrat,Montserrat
countries.MTQ,,Martinique,Martinique
countries.MUS,,Mauritius,Maurice
countries.MWI,,Malawi,Malawi
countries.MYS,,Malaysia,Malaisie
countries.MYT,,Mayotte,Mayotte
countries.NAM,,Namibia,Namibie
countries.NCL,,New Caledonia,Nouvelle-Calédonie
countries.NER,,Niger,Niger
countries.NFK,,Norfolk Island,Île Norfolk
countries.NGA,,Nigeria,Nigeria
countries.NIC,,Nicaragua,Nicaragua
countries.NIU,,Niue,Niue
countries.NLD,,Netherlands,Pays-Bas
countries.NOR,,Norway,Norvège
countries.NPL,,Nepal,Népal
countries.NRU,,Nauru,Nauru
countries.NZL,,New Zealand,Nouvelle-Zélande
countries.OMN,,Oman,Oman
countries.PAK,,Pakistan,Pakistan
countries.PAN,,Panama,Panama
countries.PCN,,Pitcairn,Pitcairn
countries.PER,,Peru,Pérou
countries.PHL,,Philippines,Philippines
countries.PLW,,Palau,Palau
countries.PNG,,Papua New Guinea,Papouasie-Nouvelle-Guinée
countries.POL,,Poland,Pologne
countries.PRI,,Puerto Rico,Porto Rico
countries.PRK,,Democratic People's Republic of Korea,République populaire démocratique de Corée
countries.PRT,,Portugal,Portugal
countries.PRY,,Paraguay,Paraguay
countries.PSE,,State of Palestine,Etat de Palestine
countries.PYF,,French Polynesia,Polynésie française
countries.QAT,,Qatar,Qatar
countries.REU,,Réunion,Réunion
countries.ROU,,Romania,Roumanie
countries.RUS,,Russian Federation,Fédération de Russie
countries.RWA,,Rwanda,Rwanda
countries.SAU,,Saudi Arabia,Arabie Saoudite
countries.SDN,,Sudan,Soudan
countries.SEN,,Senegal,Sénégal
countries.SGP,,Singapore,Singapour
countries.SGS,,South Georgia and the South Sandwich Islands,Géorgie du Sud et les îles Sandwich du Sud
countries.SHN,,Saint Helena,Sainte-Hélène
countries.SJM,,Svalbard and Jan Mayen Islands,Svalbard et Jan Mayen (îles)
countries.SLB,,Solomon Islands,Salomon (îles)
countries.SLE,,Sierra Leone,Sierra Leone
countries.SLV,,El Salvador,El Salvador
countries.SMR,,San Marino,Saint-Marin
countries.SOM,,Somalia,Somalie
countries.SPM,,Saint Pierre and Miquelon,Saint Pierre et Miquelon
countries.SRB,,Serbia,Serbie
countries.SSD,,South Sudan,Sud-Soudan
countries.STP,,Sao Tome and Principe,Sao Tomé et Principe
countries.SUR,,Suriname,Suriname
countries.SVK,,Slovakia,Slovaquie
countries.SVN,,Slovenia,Slovénie
countries.SWE,,Sweden,Suède
countries.SWZ,,Eswatini,Eswatini
countries.SXM,,Sint Maarten (Dutch part),Sint Maarten (partie néerlandaise)
countries.SYC,,Seychelles,Seychelles
countries.SYR,,Syrian Arab Republic,République arabe syrienne
countries.TCA,,Turks and Caicos Islands,Îles Turks et Caicos
countries.TCD,,Chad,Tchad
countries.TGO,,Togo,Togo
countries.THA,,Thailand,Thaïlande
countries.TJK,,Tajikistan,Tadjikistan
countries.TKL,,Tokelau,Tokelau
countries.TKM,,Turkmenistan,Turkménistan
countries.TLS,,Timor-Leste,Timor-Leste
countries.TON,,Tonga,Tonga
countries.TTO,,Trinidad and Tobago,Trinité-et-Tobago
countries.TUN,,Tunisia,Tunisie
countries.TUR,,Turkey,Turquie
countries.TUV,,Tuvalu,Tuvalu
countries.TZA,,United Republic of Tanzania,République-Unie de Tanzanie
countries.UGA,,Uganda,Ouganda
countries.UKR,,Ukraine,Ukraine
countries.UMI,,United States Minor Outlying Islands,Îles mineures éloignées des États-Unis
countries.URY,,Uruguay,Uruguay
countries.USA,,United States of America,États-Unis d'Amérique
countries.UZB,,Uzbekistan,Ouzbékistan
countries.VAT,,Holy See,Saint-Siège
countries.VCT,,Saint Vincent and the Grenadines,Saint-Vincent-et-les-Grenadines
countries.VEN,,Venezuela (Bolivarian Republic of),Venezuela (République bolivarienne du)
countries.VGB,,British Virgin Islands,Vierges britanniques (îles)
countries.VIR,,United States Virgin Islands,Vierges américaines (îles)
countries.VNM,,Viet Nam,Viet Nam
countries.VUT,,Vanuatu,Vanuatu
countries.WLF,,Wallis and Futuna Islands,Wallis et Futuna (îles)
countries.WSM,,Samoa,Samoa
countries.YEM,,Yemen,Yémen
countries.ZAF,,South Africa,Afrique du Sud
countries.ZMB,,Zambia,Zambie
countries.ZWE,,Zimbabwe,Zimbabwe
dashboard.completenessTitle,Completeness title,Completeness Dashboard,Tableau de bord de complétude
dashboard.registrationsTitle,Registrations title,Registrations Dashboard,Tableau de bord des enregistrements
dashboard.registryTitle,Registry title,Registry,Registre
duplicates.button.markAsDuplicate,Mark as duplicate button text,Mark as duplicate,Marquer comme duplicata
duplicates.button.notDuplicate,Not a duplicate button text,Not a duplicate,Pas un duplicata
duplicates.compare.supportingDocuments,Supporting documents header for duplicates comparison,Supporting documents,Documents justificatifs
duplicates.compare.title,Duplicate compare page title message,Review {actualTrackingId} against {duplicateTrackingId},Comparez {actualTrackingId} avec {duplicateTrackingId}
duplicates.content.duplicateDropdownMessage,Selecting from the duplicate trackingIds,Duplicate of,Duplicata de
duplicates.content.header,Declaration details header of two duplicate ones,Declaration details,Détails de la déclaration
duplicates.content.markAsDuplicate,Mark as duplicate content confirmation title message,Mark {trackingId} as duplicate?,Marquer {trackingId} comme dupliqué?
duplicates.content.markAsDuplicateReason,Review page header for duplicates declarations,Please describe your reason,Veuillez décrire votre raison
duplicates.content.notDuplicateConfirmationTitle,Not a duplicate content confirmation title message,Are you sure {name} ({trackingId}) is not duplicate?,Êtes-vous sûr que {name} ({trackingId}) n'est pas en double?
duplicates.content.notDuplicateContentConfirmationDescription,Not a duplicate content confirmation description message,"By clicking 'Confirm', the event will be marked as not a duplicate.","En cliquant sur 'Confirmer', l'événement sera marqué comme n'étant pas un doublon."
duplicates.content.registeredAt,Registered at label for duplicates comparison,Registered at,Enregistré à
duplicates.content.registeredBy,Registered by label for duplicates comparison,Registered by,Enregistré par
duplicates.content.subtitle,Duplicates content subtitle message,"This record was flagged as a potential duplicate of: {trackingIds}. Please review these by clicking on each tracking ID in the tab section to view a side-by-side comparison below, and confirm if this record is a duplicate",Cet enregistrement a été signalé comme un doublon potentiel de : {trackingIds}. Veuillez les examiner en cliquant sur chaque identifiant de suivi dans la section des onglets pour afficher une comparaison côte à côte ci-dessous et confirmer si cet enregistrement est un doublon
